,text,label
438,হাসিনার জন্ম হিন্দু পরিবারে তাইতো আপনজন মনে করে.,1
439,"শরিরের ঠান্ডা রক্ত অনেক দিন পর গরম হল,",0
440,"কি এসব শিক্ষার নামে মাস্তানি, এসব শিক্ষার্থী লেখা পরা কইরা কি করব ।যাদের শিক্ষা শুধু কিছু সনদপত্রে সীমাবদ্ধ। মানুস হবার শিক্ষা এরা পায়নি।",0
441,"চাঁদা না পেয়ে পাগল হয়ে গেছে ওরা,",1
442,"কাদের কাক্কু তোমাদের তো ভোটের দরকার নেই, তাহলে বিরোধিতা করবে কে,এবার তিন সদস্যের তদন্ত কমিটি গঠন করা হোক।",0
443,এখন সেই দিল দরদি মার্কা নারী বাদী সঃগঠনের আপসহীন নেত্রী জনৈকা তসলিমা নাসরিনকে তো আর খুঁজেই পেলাম না । এখন উনার বিশেষ ধরনের বিবৃতি গুলো কোথায় গেল । এখন জদি ভারতের ঐ ব্যাপার টা হিজাব বোরকার ব্যাপার টা মুসলমানদের না হয়ে উগ্রপন্থী আর এস এস হিন্দু সম্প্রদায়ের মধ্যে হইতো তখন তো আর রক্ষা নাই ধরধর মারমার কাটকাট তখন শুধু একটাই উচ্চারণ করতেন হিন্দু সম্প্রদায়ের লোকজন গুলো আর মানবতার ফুলঝুরি তসলিমা নাসরিনকে মঞ্চের মধ্যে খানেই পাওয়া যেতো,1
444,"তারা হিজাব পরার জন্য আন্দোলন করছে, আর আমাদের দেশের মা,বোনরা হিজাব খোলার জন্য আন্য আন্দোলন করছে।",1
445,সাংবাদিক তো সরকারের দালাল,1
446,"সরকারের দালাল ,প্রাই মিডিয়া ৷",1
447,কারণ ঐ এলাকায় ছাত্রলীগ নেতাকর্মীরা উপস্থিত ছিলেন এই জন্য হামলা করতে পারে নাই,0
448,হে আল্লাহ জালেম দের হাত থেকে সকল মুসলমানদের হেফাজত করুন,0
449,এটাতো মজনু পাগলার মতো সাজানো হচ্ছে ঢাকা বিশ্ববিদ্যালয়ের ছাত্রী ধর্ষণ করে মজনু পাগলা,1
450,শিবের করলে মরবি শালা মুনাফিক ইসলামের দুশমন ইহুদীদের দালাল চক্র।,2
451,জন্ম থেকেই উগ্রবাদীতা শেখালে এমন ই হয়,1
452,"প্রত্যেক ব্যবসায়ীদের এক এক করে ঢাকা কলেজে নিয়ে বেঁধে রাখা দরকার,,,,,ব্যবসায়ীরা দিন দিন জানোয়ার পরিনত হয়,,,,,,",2
453,আমাদের অধিকার আদায় করে ছাড়বো ইনশাল্লাহ,0
454,ঢাকা কলেজের স্টুডেন্ট দের মারা হল পুলিশ এসে আবার ঢাকা কলেজের ছাত্রদের মারলো নিউ মার্কেটের ব্যবসায়ীরা তারা সংবাদ সম্মেলন ডেকে কথা বললেন এবং দোকানপাট খুলে দিতে বললেন ছাত্রদের দের সাথে আলোচনা না করেই এটা কি সম্ভব।,0
455,লিখক মিথ্যা বলতে বলতে সঠিক কথা বলিতে পারে না ।,1
456,মায়ানমারের দরকার হবে না এরা নিজেরাই বাংলাদেশ কে ধ্বংস করেদেবে 😁😁,0
457,সব কিছু চলছে বহিরাগতদের মদদে ওদের কঠিন বিচার চাই।। তাদের কপালে জুতা পিটা রইলো,2
458,আল্লাহ তোমার কাছে বিচার দিলাম।তুমি সব দেখো এবং শোনো।,0
459,বর্তমান সময়ে খারাপ মানুষের সার্পট বেশি পাওয়া যায়। তা এখন বুঝতে পারা যায় সত্যিকার অপরাধী বিচার হবে ইনশাআল্লাহ মূত্য সাদ সবাইকে গ্রহণ করতে হবে।,0
460,আমার মনে হচ্ছে ইকবালকে শিখিয়ে দেওয়া হয়েছে।আপনারা সবাই ভিডিওটা ভালো করে দেখেন। মনে হচ্ছে ইকবাল ইচ্ছে করে সিসিটিবির কেমেরার সামনে আসছে।সেটা হয়তো দেশকে শান্ত রাখতে প্রশাসনের কোনো প্লান এর জন্যই প্রশাসন ওকে পাগল বলছে।,1
461,"আরএসএস শয়তানদের সুনীল চৌধুরীদের মতো দেশদ্রোহী আতংবাদি উগ্রপন্থী বেশ্বে ডাকাত ঘুষখোর মিডিয়াদের জন্য দেশটার আজ এই দুর্দশা,এরা মহাকালের ফলের মতো,শুধু পোশাক পরিবর্তন হয়েছে মনের ভিতরে নোংরা লোড করা,এরা সৃষ্টিজগতের মালিক আল্লাহ পাকের দুশমন ও মানবজাতির দুশমন।",1
462,"বয়কট টিভি, নাম ৭১ কাম ৭২",2
463,এই ছাত্ররা ভবিষ্যতের গর্ব।,0
464,"আমার বিশ্বাস কোনো মুস্লিমই করেছে এই কাজ। হিন্দুরা কখনোই করতে যাবে না কারণ, কোরান ওখানে রাখলে বা ছুলে ওদের পুজাই নষ্ট হবে, বা ভেংগে যাবে। আর কোরান মুস্লিমদের বাড়িতে বা মসজিদে পাওয়া যায়, হিন্দুদের ঠেকা পরে নাই যে পুজা বাদ দিয়ে কোরান ওখানে রাখতে যাবে। যে একাজ টা করেছে সে বিশৃঙ্খলা তৈরি এবং হিন্দুদের পুজা নষ্ট করার জন্য করেছে আমি শিওর।",1
465,"তারা আইনের উর্ধে, তারা কেন হুমকি ধামকি দিচ্ছে",0
466,মার্কেট ব্যবসায়ীদের বিচার চাই। হালার পো হালারে বেশি খারাপ হয়ে গেছে। ছাত্রদের সাথে ওরা পারবে!!,1
467,প্রিয়াঙ্কা গান্দিকে ধন্যবাদ,0
468,নিউমার্কেট কোন ব্যবসায়ী নাই সব কয়টা সন্ত্রাসী। এদের বিচার চাই,1
469,"এই বেয়াদব, অসভ্য ব্যবসায়ীদের উচিত বিচার করা হোক, এরা সবসময় অসভ্যতা করে আর সবকিছুর দাম বেশি রাখে, ক্রেতাদের সাথে প্রতারণা করে।",1
470,ঠিক ভাই বাংলাদেশ হলো নুনু কাটা কাটুয়া দেশ,1
471,মানিকগঞ্জ আমার বারি আমাদের এলাকায় মহিলা মারা জাই বটের দিন,0
472,বড় আফসোস ভারতের বোনেরা হিজাব রক্ষার জন্য লড়াই করছে অথচ আমাদের দেশের মেয়েরা হিজাব রাখা পছন্দ করেন না 😭😭,1
473,"একেক গণমাধ্যম সংঘর্ষের কারণে একেকটা বলছে, বুঝলাম না",0
474,মা/বাবা তাদের লেখা পড়া করতে পাঠায় নাকি এসব মারা মারি করে পাঠায়,0
475,"মুসলমানদের উপর যে পুলিশের হামলা হয়েছে,সাত জন শহীদ হয়েছে সেদিকে খেয়াল নাই হিন্দুদের নিয়ে যতো মাথা ব্যথা 😡🤬😡🤬",1
476,দালাল চক্র,1
477,এর বিচার চাইবেনা,0
478,ধন্যবাদ শিক্ষার্থীদের,0
479,একটার পর একটা গজব পড়তেই আছে তারপরও ওরা বোঝে না ইসলামের ওপর আঘাত হানলে আরো গজব পড়তে পারে,0
480,"বর্তমান এই পরিস্থিতির জন্য দায়, হাসিনার পা চাঁদা মিডিয়া গুলো,হাসিনার পক্ষে দালালালি করতে করতে, হাসিনাকে আকাশে উঠিয়ে পেলেছে, এখন যাই হবার তাই হচ্ছে।",1
481,"নিউমার্কেটের দোকান দারা রা খুবই বাজে ব্যবহার করে,,,মাজে মাজে",0
482,"আলহামদুলিল্লাহ,, সত্যের বিজয় সুনিশ্চিত!! অনেক ধন্যবাদ ছাত্র ভাইরা❤️❤️🥰🥰",0
483,দালাল মিডিয়া৷,1
484,এই কুত্তার বাচ্চা সাংবাদিক তোর কি মরার ভয় নাই,2
485,এই গল্প এখন আর চলবে না ভাই। যে অপরাধ করে আর যে অপরাধীকে বাঁচায় তারা দুই জনই সমান অপরাধী। পাচ ওয়াক্ত নামাজ কায়েম করলেই মুমিন হওয়া যায় না।,0
486,উদ্ধার করলেন আমাদেরকে সংবাদ প্রকাশ করে । যেই দিন সংবাদ প্রকাশ করার স্বাধীনতা পাবেন সেই দিনই প্রকাশ করবেন। এখন তো আমাদের স্বাধীন বাংলাদেশ এর সংবাদ মিডিয়াগুলোও সংবাদ প্রকাশ করার রাইট হারিয়েছে।,0
487,"এখন লক্ষ লক্ষ অভিজিৎ রায় ঘরে ঘরে জন্ম নিয়েছে,, 💙💙",0
488,একমত আমি,0
489,আমাদের দেশে সঠিক বিচারের ব্যবস্থা চাই,0
490,ছাত্র ছাত্রীরা স্কলে যাওয়া বন্ধ করে দিক তাহলেই ওরা না খাইয়া মরবো😡,2
491,কিরে কাপুরুষের যমুনা টিভি তোদের বাপরে কিছু তথ্য দিতেছে বের্থসরকার লুট পাট কারি সরকার তরা সরকারের আরেক দালাল হাসিনা সরকার আবার ১৯৭৪ এর দুর বিক্ষো চালাছে যেমনটা চালিয়েছিলো তার বাবা।,1
492,"কোথায় সেই মানবাধিকার কর্মীরা যারা কয়েকদিন আগে মানবাধিকারের বুলি উড়িয়ে ছিলো, জাতি তাদের দেখতে চায়",0
493,বাংলাদেশে ধর্মীয় ইস্যুতে কোন হিন্দুর বিচার কী সম্ভব??,0
494,কদিন হিজাব পড়ার জন্য আন্দোলন কদিন হিজাব খুলে ফেলার জন্য আন্দোলন । এগুলো শুধু জঙ্গি বাদী এজেন্ডা। বিয়ের পর এ বোরখাওয়ালীরাই শুয়োরের মত বাচ্চা পয়দা করবে। এদের কোন কাজ করতে দেয় না মোল্লারা,1
495,আমাদের হাজীগঞ্জ ৭ জন মারা গেছে।,0
496,এতোদিন এই ফুটেজ ছিলো কই? প্রশাসন দ্রুত ব্যবস্থা না নেয়ার কারনে এটা এতো বড় ছরাইছে। প্রশাসনের বিরুদ্ধে মামলা করা উচিত। এখানে সবচেয়ে বড় অপরাধি হলো প্রশাসন। তাদের বিচার হওয়া উচিত।,1
497,সামান্য দুইটা টাকার জন্যে এই বড় বড় ডায়লগ ছাড়তেছে এদেরকে জঙ্গি বলতেছো কথা বলার সুযোগ ফেরাউন ও পেয়েছে নমরুদ পেয়েছে যত খুশি বলে নাও সময় ফুরিয়ে গেলে আর বলার কিছু থাকবে না,1
498,সেলুট যানাই আপনার মত হাজারো নারিকে।এদের মুখুশ টেনে খুলে দেওয়ার জন্য ধন্যবাদ।,0
499,প্রশাসন কোন বালটা পালাইছে..?বি এন পি কে সমাবেশ করার অনুমতি দেওয়ার পর ঐখানে ছাত্রলীগ এর মিছিল করার মানে কি..?আর পুলিশ কেন ছাত্রলীগের মিছিলে বাধা দেয় নাই...?,1
500,"আমাদের নবী সাঃ কে নিয়ে কটূক্তি করবে ,,আর এটা নাকি মত প্রকাশের স্বাধীনতা !!! তাহলে আমরাও শেখ মুজিবকে নিয়ে কটূক্তি করে বলে সেটা মত প্রকাশের স্বাধীনতা",1
501,ওরা জঙ্গি না ওরা বাংলাদেশর গর্ব,1
502,"গটনা জাই হুক, এর উছিলায় দুকানদারদের বিরুদে আইনি বেবস্তা নেওয়া হুক। এরা জাতে আর কুনদিন সাদারন ক্রেতাদের সাথে খারাপ বেবহার না করতে পারে।",0
503,ওগ্রবাদ আর জঙ্গিবাদ কাকে বলে ভাই????? আপনার উত্তরের অপেক্ষায় আছি,0
504,আল হামদুলিল্লাহ্...প্রিয় ভিউয়ার্স আপনাদের ভালবাসায় ইসলামিক চ্যানেলটি এগিয়ে যাচ্ছে।আপনাদের একান্ত সাপোর্ট ও আল্লাহর রহমত নিয়ে অনেক দূর এগিয়ে যাবো ইনশা আল্লাহ্🦋🦋🦋🌹🌹🌹,0
505,বর্তমানে ছাত্র-ছাত্রীরাই অনেক অসভ্য হয়ে গেছে তাদেরকে আগে আইনের আওতায় এনে শাস্তি দেওয়া হোক তারপরে ব্যবসায়ীদেরকে বিচার করা হোক,0
506,এভাবে মেরে ছাত্রলীগের ভাবমূর্তি কি বাড়ছে না কমছে?,0
507,পুলিশ আর ছাএলীগ এক সাথে।এ দেশের রাজনীতি কখন ভাল হবে না,0
508,এসব করা মোটেও উচিত হয়নি। যার যার স্বাধীনতা তার কাছে স্বাচ্ছন্দ্যবোধ করে। এটা খুবই অমানবিক হল।,0
509,"পিডা সালাগো, সালারা আন্দোলনের নামে গাড়ি ভাংগে কেনো?",2
510,জন্মদিনের শপথ হোক একটা প্রকৃত গনতন্ত্রীক বাংলাদেশ হবে সবার ভোটের অধিকার সবাই ফিরে পাবে।না হলে একদিন আসবে অবৈধ সরকারের আর ছাত্রলীগের প্রয়োজন ফূড়িয়ে যাবে প্রশাসন অবৈধ ক্ষমতার প্রধান ভূমিকা পালন করবে।,0
511,"বাংলাদেশে কিছু স্কুলে হিজাব না করার জন্য কিছু জালিম টিচার ও বলে, শুধু এটা চোখে দেখা মাত্র একশন নিতে হবে",1
512,ওকে আমি বউ হিসেবে চাই। আমার সব দেখাশোনা ভাল দেখাশোনা করতে পারবে,0
513,ছোট একটা প্রশ্ন বাংলাদেশের সরকারে কাছে আমরা কি সভ্য জাতি হিসেবে বিশ্বের কাছে কবে মাথা তুলে দাড়াবো যেভাবে ক্রমান্বয়ে চোরের জাতি হিসেবে পরিচিত পাচ্ছি।কবে আমরা বঙ্গবভোনের বিরিয়ানি আর সুখে শান্তিতে থাকায় মায়া ত্যাগ করতে পারবো ততোদিন আমার চোরের জাতি হিসেবে সারা বিশ্বে রোল মডেল হবো।ধিক্কার জানাই।।৷,0
514,হা হা হা ভালো ভাই উনার কথা কারণ উনি সব সময় রাজনৈতিক গন্ধ ই পান,0
515,"বাংলাদেশের সকল কলেজ, বিশ্ববিদ্যালয়ের ছাত্র ছাত্রীরা রাস্তায় নেমে প্রতিবাদ মিছিল করে কর্মসূচি দেওয়া উচিত এবং নিউমার্কেটের এসব অপরাধের সাথে জড়িত সবাই কে উপযুক্ত বিচার করা হউক।",0
516,আল্লাহ যানো ঐ সকল হিন্দুদের উপর গজব দেয়,1
517,"সত্যি বলতে আমার গার লোম ধারিয়ে জায়,ধন্যবাদ আপু",0
518,রোজার দিন মানুষ নামাজ রোজা নিয়ে ব্যস্ত আর আওয়ামীলীগের পোষা কুত্তা কামরাকামরি নিয়ে ব্যস্ত। আল্লাহর গজব পরুক তোদের উপর আল্লাহর গজবে ধবংস হয়ে যা (আমিন),2
519,মোদি কে মেরামত করার জন্য তালেবানক পাঠানো হোক। লেংটা ঠাকুর একদল কে হিন্দু ধর্মের শিক্ষা দেক। হুজুর টুপি। হিজাব মাথায় দিয়ে মুসলমানদের পড়ানো হোক।,2
520,সাগর -রুনি হত্যার বিচার কি আজো হবে!কেন আজও সাগর-রুনি হত্যার আসামিরা ধরা চোয়ার বাহিরে!,0
521,ভারতের আদালতকে বুঝতে হবে হিজাব পরিধান মুসলিম নারীদের জন্য অগুরুত্বপূর্ণ এবং ধর্মের সাংস্কৃতির সাথে জড়িয়ে আছে ইতিহাসও অত্যাজ্য ধর্মনিয়ে বাড়াবাড়ি ইসলাম ধর্মাবলম্বীদের মনে চরম আঘাত যেকোনো দেশে যেকোনো মানুষের স্বাধীন ধর্মপালনের অধিকার আছেন আপনাদেরকে এটি মনে রাখতে হবে,0
522,সালারা তুই পাগল,1
523,"নিউমার্কেটের সব দোকান্দার হলো ওরা মেয়ে দেখলে ইপটিজিং করে দেখুন পাসেই কিন্তু ঢাকা কলেজ ওদের কোন ভয় নাই, ভয় থাকবে ক্যান লক্ষ করেন ফুটপাতের কত দোকান কত টাকা ওরা পুলিশকে দৌনিক দিতে হয় এই জন্যে ওদের পক্ষে পুলিশ, আমি বলতে চাই ঢাকা কলেজের ছাত্রোরা অনেক ভালো এত দীন কিছুই বলেনি ওদের ওদের এবার কঠিন সাস্তি হওয়া উচিত",1
524,এটার জন্য সবার আগে হাসিনার বিচার করা দরকার। কারণ মুজিবের নিয়ে কিছু লিখলে জেলে যেতে হয়।,0
525,এশার নামাজের পূর্বে মসজিদ বন্ধ থাকে তাও রাত ২টা😡😡😡😡,0
526,ভুলবশত হাসিনার জন্ম হওয়ায় এমন বক্তব্য দেয়😁🤬,1
527,হিন্দুত্তবাদীদের দালাল মিডিয়া। কোরান অবমাননার নিওজ করেনা,1
528,চেনেল বন্ধ কর দালালী চালু কর,1
529,"যে শিক্ষা ধর্ম ও নৈতিক শিক্ষাকে নষ্ট করে, সে শিক্ষা ত্যাগ করাটাই বড়ো শিক্ষা।",0
530,জনগণ কেন আন্দোলন করবে মুসলিম রাষ্ট্রে মুসলিম প্রধানমন্ত্রীর দায়িত্ব তিনি নিজে আন্দোলন করা উচিত,0
531,ভারত কে বয়কট করা দরকার,2
532,তদের ও ছার দেওয়া হবে না৷ আমার আল্লাহ বা আমাদের কোরান মজিদ কে অবমাননা করবে তাদের একটা কে ও ছার দিব না৷,2
533,ঈদের সময় দোকান বন্ধ রাখা উচিত,0
534,"তোমরা পুলিশ লীগ তোমরা আওয়ামী দালাল তোমরা জনগণের কাতারে আসবে কামনা করি, আর তোমরা পাঁ চাটা দালাল সাংবাদিক তোমাদের সত্য কথা বলিতে শিখো দালালি বন্দোকরো",1
535,ছাত্র রাজনীতি বন্ধ করা উচিত বলে মনে করি,2
536,তার গর্দান নিতে হবে,2
537,এদের বিচার এই বাংলার জমিনে হবে ইনশাআল্লাহ শুধু সময়ের এর অপেক্ষা,0
538,"আমাদের সাথে অনেক হিন্দু বোনেরা পড়ে গিয়েছে, এমনকি কপালে টিপও পরেছে! কই আমরা তো কিছু করিনি, কিছু বলিনি! তাঁরা কেন আমাদের মুসলিম বোনদেরকে এমন করেবে? দুঃখজনক হলেও সত্যি আমরা তবুও দাদার দেশের ভক্ত এবং আমাদের স্বামী-স্ত্রীর মত সম্পর্ক!",0
539,আমার দোকানে চুরি হইছে চুরির ফুটেজ ও চোরের চেহারা আরও ক্লিয়ার তবু্ও চোর ধরতে পারছেনা পুলিশ 😥😥😥,0
540,ঢাকা বিশ্ববিদ্যালয় এখন গুন্ডার আস্তানা।যেখানে মারা মারি ছাড়া আর কিছুই নাই। বড় মাপের গুন্ডা হতে পারবে ঢাকা বিশ্ববিদ্যালয়ে গিয়ে।,1
541,বিচার ঝেন কঠিন হয়ে😠,0
542,"কুরআন পাওয়া নয়, বলেন কুরআনের অবমাননা হয়েছে।",0
543,ভাই এই ছোট্ট ভাইটির পাশে থাকুন কূরআন ও গজল নিয়ে ভিডিও বানাই 🌷🌺🥀🌹,0
544,"সাখা সিদুর ত দরমিও প্রতিক ওটা কেন নিসিদ্দ হছেনা,, আমাদের দেসের চেতনা বেবসারা আজকৈ",2
545,দালালের বাচ্চা দালাল,1
546,তোদের উপর আল্লাহ গজব খুব তারা তারি পরুক সে দোয়া করি আল্লাহর কাছে😡😡,2
547,বয়কট করা হউক নিউমার্কেট,2
548,পৃথিবীর মধ্যে ভারতই একটি মাত্র দেশ যারা সংখ্যালঘুদের কঠোর নিরাপত্তা দান করে।😆😆😆,0
549,যত বেশি আটক করুন। মামলাগুলো হাজার বছর ঝুলিয়ে রাখুন।,0
550,স্বাধীন রাষ্ট্র হিসেবে বলতে ঘৃণা হয়,0
551,শান্তি সবসময়ই ভাল কিছু এনে দেয় আমার অনুরোধ রইলো ১.এম্বুলেন্স মালিক ও রোগীর ১০০% দায়িত্ব নিবেন ২.মৃত ভাইদের ফেমেলির বাসায় গিয়ে দেখা করে তাদের কতিপুরন ও সমবেদনা জানাবেন |৩.আহত সবার দায়িত্ব নেওয়ার জন্য মাননীয় প্রধানমন্ত্রীকে ধন্যবাদ |৪.বিশৃঙ্খলা কারিদের সিসিটিভি ফুটেজ বা সাংবাদিক এর ভিডিও ফুটেজ ফেসবুক ইউটিউব সকল কিছু চুলচেরা বিশ্লেষণ করে শুধু অপরাধীদের শাস্তি দিবেন কোন নির অপরাধী যেন হয়রানি না হয় |৫.এই সুযোগ এ কারও বেক্তিগত আক্রোশ এর শিকার য়াতে করে কেও না হয় !!!,0
552,"আল্লাহ,তার রাসুল এবং ইসলাম সম্পর্কে কটুক্তি করা যদি মুক্তমনা লেখনী,বিজ্ঞান-মনস্ক লেখনী হয় তাহলে জেনে রাখিও ওই সকল মুরতাদদেরকে হত্যা করাও ফরজ কাজ।",2
553,উগ্র হিন্দুদের হিজাবের বিরোধিতা উগ্র মুসলিমদের জিন্স টি শার্ট বিরোধিতার মত একইরকম উগ্রবাদিতা। তবে এটাও বুঝতে হবে হিজাব পরতে চাওয়ার মত হিজাব না পরতে চাওয়াটাও ব্যক্তি স্বাধীনতা। আসলে উগ্র ধর্মান্ধরা অন্যের ব্যক্তি স্বাধীনতাকে কোনকালেই সম্মান করা শিখেনি।,0
554,ব্যাবসায়ীদের মাথা কেটে গেইটে যে পর্যন্ত ঝুলাতে পারবো না সে পর্যন্ত ঢাকা ব্লক থাকবে। আজকেই ব্লক করে দিমু,2
555,যাক শুনে খুশি হলাম এখন ভাল লাগতেছে,0
556,ফালতু সরকার আর তার বিচার ও ফালতু😡😡,1
557,ধন্যবাদ সাংবাদিক বোনকে,0
558,"তদের বিজিপির মারে বাপ,,,,,আগে বিচার হবে তার পরে ,,,, পূজা হবে,",2
559,রাসূল (স:) কে অসম্মান করা কোন ধরণের বাক স্বাধীনতা?,0
560,বালের শান্তি। তোরা নিজেরা নিজেরাই তোদের ধর্মকে অবমাননা করিস। তোরা মুসলিম নামের জানোয়ার।,1
561,ছাত্রলীগের বিচার আল্লাহ তুমি করো,0
562,জয় বাংলা জয় কুত্তালীগ জয়শ্রী হাসিনা চোর স্বৈরাচার কিমিনাল মাফিয়া,1
563,"বিজেপি ধর্মকে ব্যবহার করে ইয়াং জেনারেশনকে দুই ভাগে বিভক্ত করেছে, বিজেপি কট্টর হিন্দুদের বোকা বানিয়ে একের পর এক সংঘাত লাগিয়ে দিচ্ছে। শুধুমাত্র হিন্দুদের ভোট নিজের ঝুলিতে ভরার জন্য, এটা দিনের আলোর মত পরিস্কার।",1
564,ভাই এগুলো সব মিডিয়ার সাজানো নাটকমানুষ এখন আর বোকা নাই অকাম করবে একজন দোষ দিবে আরেক জনেরএগুলো কুত্তালিগের কাজ,1
565,ছাএলীগ বন্ধ করা হুক,2
566,যে খতি হইছে তা পূর্ন হবার নয় তবুও দোষী র তদন্ত। সাপেক্ষ্ বিচার হোক দেশের অপূরনীয় কিছুটা লাগব করার চেষ্টা ন্যায় বিচার চাই,0
567,আওয়ামী লীগের দালাল সালা,1
568,"যে ছেলেটা মারা গেলো তার পরিবারের কি হবে??, ওই পরিবারের দ্বায়িত্ব নিতে হবে কে বা কারা নিবে তা সরকারেই ভালো জানে🙄🙄",0
569,"আরে ভাই পিছনে যে ছেলে গুলো ছিলো অদের জন্য কথা বলতে সমস্যা করছি লো।।কে জানি কার পক্ষে কথা বলতে গিয়ে মার খেতে হবে তাকে,কি দরকার মার খাওয়ার।। যে খানে প্রশাসনের লোক ই মার খেয়ে মরে গেলে।।বিজি বির উচিত ছিলো একসাতে হয়ে ক্রশ ফায়ার করা জারা এর সাতে জরিত।।। সবায় মনে হচ্ছে হাতে চুরি পরে নিয়েছে।।।",2
570,"গ্রাম গঞ্জ দেখেন,,,ভাই,,,আপনার খাবার আপনে খাবেন আমার খাবার আমি খাবো আপনার হিসাব আপনে দিবেন আমার হিসাব আমি,,,দিবো তাহলে হিজাব পড়লে সমস্যা কোথায় বলেন,,আপনে,,,ও,,,এক,,মানুষ, আমি,,ও এক,,জন মানুষ,,",0
571,"বিষয় টা শুধু কোরান কে নিয়ে বলা হচ্ছে,,,বাকি বিষয়টা মনে হয় সাংবাদিক ভূলে গেছে,,, এগুলো শুধু দালাল,,সাংবাদিক না",1
572,"গজব আসবে ভারতে,,মুসলমানদের জয় হবে",2
573,আন্দোলন?,0
574,ওদের কে কেন হত্যা করা হয়েছিল ?কেউ জানলে জানাবেন প্লিজ.,0
575,ভাই বুঝে শুনে কথা বলেন।,0
576,"কলেজ গুলো ভাল ফাকিবাজ, মাস্তান, চাঁদাবাজ তৈরি করছে।",1
577,বোরকা পরার নামে নোংরা করার ধান্দা,1
578,আল্লাহ তুমি তোমার বান্দাদেরকে রক্ষা করো।,0
579,"মার্কেট বন্ধ করে দেওয়া হোক,,,ব্যবসায়িক ব্যবহার আগে শিখতে হবে ওদেরও,,,,",2
580,"রাজনীতি হল মিথ্যাচার করা,তুমি মিথ্যা বলতে পারলেই রাজনীতি করতে পারবা",0
581,মুক্ত চিন্তা এতো কথার কি দরকার। স্কুল কলেজ বিশ্ববিদ্যালয় কর্তৃপক্ষ ছাত্র ছাত্রী ভর্তির সময় লিখিত কাগজে কিংবা অনলাইনে কি জামাকাপড় পড়তে হবে তা লেখা থাকে এবং সব কিছু জেনে সহি স্বাক্ষর করে শিক্ষাপ্রতিষ্ঠানে ভর্তি হতে হয় ।,0
582,এমনি কি দশ ট্রাক অস্ত্র সেভেনে সিস্টার্সে গিয়েছিল বিএনপি জামায়াত সরকারের সময়।এই ভারতকে না ভাংলে পুরো উপমহাদেশের মুসলিমদের শান্তি নাই।এটা তখন জামায়াত ইসলামি তাদের পান্ডিত্য ও দূরদর্শীতার কারণে বুঝতে পেরেছিলেন।তাই ভারতের পেসক্রিপসনে আওয়ামী দেশদ্রোহী সরকার (স্বঘোষিত) জামায়াত শীর্ষ নেতাদের হত্যা করল।,1
583,"এই কেমন বিচার, আল্লাহ তুমি বিচার করো",0
584,হে আল্লাহ তুমি ভারতের নারীদের হিজাব কে রক্ষা করো আমিন,0
585,",যদি স্কুল কলেজে ধর্মিও কিছু পরিধান না করার কথা বলে তাহলে যে সকল হিন্দু মেয়েদের বিয়ে হয়েছে তারা সিঁদুর ও হাতে শাঁখা ও হিন্দু ছেলেরা হাতে রাখি ও বিপদ তারিণী সুতা ব্যবহার করে স্কুলে যেতে পারবে না এটাও ধর্মীয় পরিচয় বহন করে। অনেক স্কুল কলেজে পূজ হয়। এগুলোও কেনো স্কুল, কলেজে নিষিদ্ধ করছে না। শুধু বরকার বেলাই চুলকানি।ধর্মীয় অধিকারের বিষয়ে কখনো কোন এক দেশের আভ্যন্তরীণ বিষয় হতে পারে না। ধর্মীয় স্বাধীনতা সকল স্বাধীন দেশের গণতান্ত্রিক অধিকার। নিজ দেশের দোষ অন্য দেশের উপর দিয়ে কোন লাভ হবে না।",0
586,সাংবাদিক নামের কুলাংঙ্গার ।এখনো তোদের বোদ্ধোদয় হয়নাই।যেভাবে তোদের চাকরি থেকে কাট করছে ।তোরা বুঝলিনা যে এই সরকার প্রজনে তোদের ব্যাবহার করবে।তার পর ছুড়ে ফেলে দিবে অতীত থেকে শিক্ষা নে।,1
587,শিক্ষা মন্ত্রী এক। মুখে দুই কথা এটা কিছু বুঝলাম নারে সময় সাংবাদিকদের অন্যবাদ আপনাকে,0
588,কোনো কিছু খবর না জেনে হিন্দু ধর্ম মানুষের উপর হামলা করা এটা বাংলা দেশের মানুষ পারবে,0
589,হে আল্লাহ আপনি ভারতের মুসলমানদের উপর রহমত নাজিল করুণ ৷ ও জাহান্নামি ফেরাউন এর দল অমুসলিম দের ষড়যন্ত্র কে ধ্বংস করে দিন আল্লাহুম্মা আমিন,0
590,"কুরআনের পাকি গুলি কে জারা গুলি করে মারছে তাদের বিচার কে করবে, আমরা আল্লাহ কাছে বিচার দিলাম",0
591,পুলিশ যে মানুষগুলোকে গুলি করে মারল এর বিচার করতে হবে,0
592,"~ফজরের নামাজ - সৌন্দর্য বৃদ্ধি করে,,,,!!!! ❤️~জোহরের নামাজ - রিজিক বৃদ্ধি করে,,,,!!!! ❤️~আসরের নামাজ - সুস্থতা দান করে,,,,!!!! ❤️~মাগরিবের নামাজ - চিন্তামুক্ত করে,,,,!!!! ❤️~এশার নামাজ - শান্তির ঘুম আনে,,,,!!!! ❤️~আল্লাহ আমাদের সবাইকে পাঁচ ওয়াক্ত নামাজ পড়ার ~তৌফিক দান করুন,,,,!!!!❤️ ❤️~~~(আমিন)~~~❤",0
593,"দুঃখজনক, তবে ব্রামনরাও পৈতা খুলে স্কুলে ঢুকছে কিনা সেটাও পরীক্ষা করা উচিত",1
